,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
2400,0.36,3,6,4,61.3,60.0,4.55,4.59,2.8,841.7972338618953
2401,0.79,5,2,2,62.1,56.0,5.92,5.97,3.69,2052.517383832806
2402,0.3,4,7,4,61.9,58.0,4.32,4.28,2.66,640.1063221031667
2403,0.7,5,7,2,60.4,56.0,5.78,5.81,3.5,2318.206185081972
2404,1.35,3,1,5,62.1,56.0,7.04,7.1,4.39,6876.150891071289
2405,0.44,5,7,5,61.1,56.0,4.95,4.91,3.01,1499.3044383483477
2406,0.33,5,5,8,62.1,56.0,4.41,4.44,2.75,994.1026503999375
2407,0.74,5,5,3,62.5,56.0,5.8,5.76,3.61,2838.930122996543
2408,1.1,5,5,4,60.7,57.0,6.66,6.7,4.05,6891.13248667298
2409,0.4,4,5,4,59.3,59.0,4.83,4.79,2.85,1006.223816363906
2410,1.83,1,1,1,70.0,58.0,7.34,7.28,5.12,5021.4448692313945
2411,0.71,5,5,4,61.6,56.0,5.74,5.77,3.54,3019.04521936918
2412,1.0,5,6,2,62.0,57.0,6.37,6.41,3.96,4334.673435614682
2413,2.0,3,3,3,63.3,59.0,8.02,8.0,5.07,15239.035847605233
2414,2.03,4,4,3,61.9,59.0,8.14,8.09,5.02,17470.571330078383
2415,1.0,1,5,2,65.5,54.0,6.2,6.16,4.05,3533.3348902531184
2416,0.9,3,4,3,62.9,56.0,6.11,6.17,3.86,3676.6722810253527
2417,0.41,5,5,6,61.2,56.0,4.78,4.8,2.93,1305.0185426115183
2418,0.41,5,5,7,61.8,57.0,4.75,4.79,2.95,1403.1840922384863
2419,1.51,4,5,4,61.6,58.0,7.32,7.35,4.52,12231.60937629848
2420,1.16,3,3,2,63.2,57.0,6.66,6.7,4.22,4503.169013791298
2421,0.54,5,4,5,61.8,56.0,5.21,5.26,3.24,1886.2417402746344
2422,1.54,3,7,3,63.0,59.0,7.31,7.35,4.62,11783.821580833795
2423,2.07,4,3,3,61.1,58.0,8.27,8.2,5.03,16766.160739273844
2424,0.41,5,1,7,62.0,57.0,4.79,4.73,2.95,898.5193260154518
2425,1.54,5,5,5,60.5,56.0,7.52,7.49,4.54,14462.749201344299
2426,0.42,4,5,5,61.8,59.0,4.83,4.81,2.98,1222.6653301369784
2427,1.12,4,4,1,60.4,59.0,6.71,6.67,0.0,3374.364420326125
2428,1.0,5,4,6,62.8,53.9,6.37,6.42,4.02,6564.088553659731
2429,1.01,4,2,7,62.0,59.0,6.39,6.32,3.94,5815.959271017102
2430,1.7,2,2,1,63.6,58.0,7.52,7.48,4.77,5702.169986593747
2431,0.31,5,5,7,60.6,56.0,4.44,4.41,2.68,830.8794408958107
2432,0.3,3,5,8,62.5,56.0,4.27,4.3,2.68,791.6917543342004
2433,1.16,5,1,3,60.7,57.0,6.83,6.77,4.13,4249.4832211155845
2434,0.3,4,6,4,59.1,58.0,4.37,4.39,2.59,616.1813955020942
2435,1.0,3,6,6,61.7,55.0,6.38,6.42,3.95,7010.940974392041
2436,0.94,1,3,3,68.4,53.0,6.05,5.97,4.11,3303.7976066307197
2437,0.5,5,2,4,62.4,55.0,5.09,5.11,3.18,1209.6291231803727
2438,1.2,5,6,2,62.0,57.0,6.8,6.82,4.22,6109.985669967747
2439,0.4,3,4,7,60.9,57.0,4.76,4.8,2.91,1202.4488459698
2440,0.62,5,7,3,60.8,59.0,5.48,5.5,3.34,2236.245679082313
2441,1.02,2,4,4,63.7,57.0,6.24,6.31,4.0,5135.598804804644
2442,0.96,3,2,2,62.7,58.0,6.2,6.24,3.9,2819.5894812628294
2443,1.51,3,5,5,59.6,63.0,7.34,7.43,4.4,13268.522963432626
2444,0.7,5,5,3,60.7,57.0,5.73,5.75,3.49,2563.127049014025
2445,0.52,5,7,2,61.7,55.0,5.17,5.2,3.2,1322.4496124769537
2446,0.4,4,4,3,59.3,59.0,4.82,4.8,2.85,824.0242482225185
2447,0.5,5,6,4,62.9,54.0,5.14,5.1,3.22,1638.9468774562106
2448,1.25,5,2,2,61.4,55.0,6.92,6.99,4.27,4877.396944818484
2449,0.91,3,4,4,62.3,59.0,6.13,6.17,3.83,4307.7469500945745
2450,0.44,5,2,5,61.1,56.0,4.92,4.96,3.02,1060.0154446311087
2451,0.42,3,6,3,62.3,58.0,4.76,4.81,2.98,979.5091467482679
2452,1.29,5,4,4,61.3,57.0,6.99,7.07,4.31,8736.412373452136
2453,1.12,5,5,5,61.8,56.0,6.67,6.69,4.13,7923.928750702307
2454,0.6,5,4,5,62.2,55.0,5.41,5.45,3.38,2299.723255784268
2455,0.3,3,6,3,63.2,57.0,4.3,4.25,2.7,519.3450241033594
2456,0.31,4,3,3,62.3,55.0,4.36,4.34,2.71,469.4694990708147
2457,1.71,4,4,5,62.7,58.0,7.66,7.62,4.79,16147.298859202343
2458,0.74,5,4,3,61.3,57.0,5.81,5.83,3.57,2672.800970080821
2459,0.3,3,5,3,63.5,57.0,4.27,4.24,2.7,493.55836658829185
2460,0.71,2,5,2,64.1,60.0,0.0,0.0,0.0,1976.5965964538052
2461,0.31,5,7,2,61.3,56.0,4.36,4.41,2.69,499.4557247602171
2462,0.32,4,4,4,61.7,60.0,4.4,4.32,2.69,618.7571037520271
2463,1.54,4,4,3,61.0,59.0,7.43,7.38,4.52,10400.244276587746
2464,1.02,5,1,2,61.6,55.0,6.49,6.43,3.98,2744.502057998623
2465,1.0,3,5,6,62.9,55.0,6.29,6.36,3.98,6653.282595016441
2466,1.0,4,7,3,62.5,59.0,6.32,6.38,3.97,5372.772979459661
2467,1.01,5,3,5,61.5,56.0,6.48,6.43,3.97,5665.230997487688
2468,0.7,4,4,6,61.8,58.0,5.67,5.63,3.49,3283.690441489446
2469,0.29,5,4,4,61.6,56.0,4.26,4.29,2.63,525.8908636742646
2470,0.41,4,4,7,60.0,59.0,4.84,4.83,2.9,1294.6357921822707
2471,0.35,5,7,3,62.3,55.0,4.54,4.51,2.82,761.5756160065388
2472,1.05,5,5,3,61.8,57.0,6.51,6.54,4.03,5489.688305311162
2473,0.3,3,3,7,62.2,58.0,4.26,4.29,2.66,644.3931653014299
2474,1.22,5,4,6,60.0,58.0,6.95,6.99,4.18,9569.925150685343
2475,1.01,3,4,2,60.8,63.0,6.4,6.36,3.88,3761.9157520599865
2476,1.22,3,6,4,59.5,60.0,6.91,7.0,4.14,8404.00805016364
2477,1.03,3,5,3,60.6,63.0,6.47,6.5,3.93,5045.181316119728
2478,1.57,4,5,3,62.0,58.0,7.47,7.41,4.61,11458.687776205066
2479,0.31,5,5,8,61.2,57.0,4.35,4.38,2.67,884.5781192473241
2480,0.42,5,7,3,61.9,57.0,4.82,4.77,2.97,1073.1806924782568
2481,0.34,5,6,3,63.0,55.0,4.47,4.42,2.8,690.2438525529817
2482,1.01,4,5,4,63.0,58.0,6.43,6.36,4.03,5723.681871897672
2483,0.34,3,6,4,62.8,58.0,4.43,4.45,2.79,754.766210011488
2484,0.4,5,6,2,61.2,55.0,4.74,4.77,2.91,773.8649359397118
2485,0.39,3,2,6,63.0,56.0,4.62,4.68,2.93,876.3559459843644
2486,1.57,5,6,4,62.3,57.0,7.39,7.44,4.62,14125.302525640122
2487,1.35,4,3,4,61.5,58.0,7.09,7.15,4.38,8601.370242145726
2488,0.35,3,7,3,60.1,61.0,4.56,4.59,2.75,726.8245524448429
2489,2.5,1,3,2,64.9,58.0,8.46,8.43,5.48,17203.928709008298
2490,0.51,3,4,4,62.7,57.0,5.05,5.12,3.19,1448.3976772185092
2491,0.62,4,1,6,60.9,58.0,5.5,5.56,3.37,1782.9008751089211
2492,0.56,5,4,3,61.5,56.0,5.31,5.32,3.27,1581.692712216868
2493,0.35,5,5,7,61.8,55.0,4.53,4.57,2.81,1042.6427381949393
2494,0.72,4,5,5,62.2,58.0,5.75,5.7,3.56,3372.5496789553167
2495,1.51,5,2,2,61.2,58.0,7.33,7.42,4.51,6954.245155787575
2496,1.01,2,7,2,63.9,57.0,6.29,6.36,4.04,4219.482302245331
2497,1.51,1,4,2,65.5,55.0,7.14,7.08,4.66,7213.383593225041
2498,0.75,3,3,6,60.6,57.0,5.86,5.89,3.56,3369.7436896603126
2499,0.5,2,7,2,61.9,63.0,5.05,5.07,3.13,1123.5193775330124
2500,0.36,5,4,6,61.5,55.0,4.58,4.62,2.83,960.3814424287873
2501,0.63,5,5,3,62.6,56.0,5.53,5.49,3.45,2096.495132071213
2502,0.47,5,3,2,62.4,53.0,4.98,5.02,3.12,864.5741195264368
2503,1.01,2,5,3,58.8,64.0,6.58,6.51,3.85,4694.148023339484
2504,1.01,3,4,4,63.2,55.0,6.39,6.34,4.02,5244.156715781299
2505,0.9,5,4,2,62.7,55.0,6.11,6.17,3.85,3176.7769020946257
2506,1.51,5,2,3,61.2,60.0,7.39,7.37,4.52,8439.986531299992
2507,1.0,2,2,3,57.6,61.0,6.56,6.52,3.77,3586.803362262299
2508,0.31,4,2,5,62.3,59.0,4.29,4.35,2.69,535.1887522425201
2509,1.63,4,2,3,61.7,58.0,7.54,7.51,4.64,9547.18262252752
2510,0.4,3,6,6,61.4,56.0,4.74,4.81,2.93,1248.9215508236846
2511,0.42,3,4,5,60.6,58.0,4.82,4.95,2.96,1121.7109399974336
2512,0.7,4,3,5,61.9,56.0,5.7,5.67,3.52,2780.508102709334
2513,0.32,3,7,3,60.1,60.0,4.38,4.4,2.64,614.2415339928781
2514,0.75,3,6,4,62.8,55.0,5.77,5.79,3.63,3352.047889117203
2515,0.32,5,4,8,61.4,55.0,4.42,4.44,2.72,883.3569590778112
2516,0.25,5,6,4,60.6,57.0,4.08,4.11,2.48,445.4223129884093
2517,1.02,5,5,2,61.6,56.0,6.52,6.49,4.01,4282.628195726315
2518,0.4,4,7,3,61.1,58.0,4.75,4.74,2.9,959.6506214967955
2519,0.48,2,5,5,59.0,60.9,5.09,5.15,3.02,1479.4089543658147
2520,0.31,5,6,5,60.1,55.0,4.42,4.53,2.69,744.5800901903181
2521,1.0,5,3,2,62.5,54.0,6.32,6.38,3.97,3580.1722364221896
2522,0.9,4,2,4,61.6,58.0,6.15,6.09,3.77,3582.7365846832863
2523,1.02,3,7,3,62.7,57.0,6.42,6.5,4.05,5432.534978759757
2524,0.36,4,5,4,62.0,59.0,4.51,4.56,2.81,821.5470199722083
2525,0.31,3,6,3,63.1,57.0,4.31,4.28,2.71,552.5047520479613
2526,0.7,1,5,4,65.5,57.0,5.55,5.41,3.59,2513.807995812429
2527,1.74,4,1,4,61.9,62.0,7.62,7.54,4.7,10209.601271800135
2528,1.79,4,4,5,61.7,59.0,7.85,7.74,4.81,17619.139516908468
2529,0.36,5,6,5,62.4,55.0,4.61,4.59,2.87,983.0435391233136
2530,1.52,2,6,1,57.3,58.0,7.53,7.42,4.28,6324.807077061186
2531,0.94,4,6,3,62.0,58.0,6.24,6.27,3.88,4587.865995040771
2532,0.33,5,2,3,61.5,57.0,4.49,4.46,2.75,482.1428014994733
2533,1.06,5,4,2,62.2,55.0,6.56,6.53,4.07,4326.426474056211
2534,0.75,5,6,3,62.1,55.0,5.81,5.85,3.62,3065.6477364565494
2535,0.79,4,3,5,60.0,60.0,6.07,5.99,3.64,3496.1539631501537
2536,0.33,5,6,3,59.6,57.0,4.53,4.49,2.69,655.4967815720279
2537,0.82,5,5,2,62.4,54.0,5.97,6.02,3.74,2838.5675935391528
2538,0.32,5,4,5,61.9,55.0,4.4,4.42,2.73,704.4844530113855
2539,0.3,4,5,4,62.2,60.0,4.22,4.27,2.64,582.4011408157357
2540,0.7,5,5,4,62.0,56.0,5.71,5.74,3.55,2937.6046685783017
2541,1.52,1,1,5,65.4,58.0,7.22,7.17,4.7,7713.872082835941
2542,0.31,5,4,8,62.0,54.0,4.36,4.38,2.71,831.694865918116
2543,0.51,5,7,4,61.6,57.0,5.19,5.14,3.18,1776.5421707516598
2544,0.74,4,3,4,59.9,57.0,5.91,5.87,3.53,2781.540552964527
2545,0.67,2,5,4,58.1,62.0,5.76,5.83,3.36,2493.181269253333
2546,0.32,5,3,5,62.1,55.0,4.39,4.4,2.73,650.3613698773185
2547,0.72,5,3,5,62.3,55.0,5.72,5.74,3.57,2993.0374119958637
2548,0.5,3,6,4,62.8,60.0,5.02,5.08,3.17,1558.7903614465047
2549,0.86,5,6,2,61.8,57.0,6.1,6.13,3.78,3264.130305287984
2550,0.51,4,7,3,61.9,60.0,5.15,5.12,3.18,1512.975604551342
2551,2.0,1,2,5,58.5,68.0,8.26,8.15,4.8,15775.789857779333
2552,1.79,3,5,4,62.8,59.0,7.7,7.8,4.87,16365.228495911644
2553,0.7,3,5,4,63.4,56.0,5.69,5.63,3.59,2794.93004702902
2554,0.7,3,4,4,62.2,61.0,5.54,5.59,3.46,2626.703617838924
2555,0.28,3,6,8,59.6,55.0,4.24,4.31,2.55,735.0118474690512
2556,0.32,4,7,3,60.8,58.0,4.41,4.44,2.69,630.7545147496932
2557,1.5,2,2,1,62.6,63.0,7.19,7.25,4.52,4502.437649492392
2558,0.9,1,2,6,60.9,66.0,6.1,6.12,3.72,3816.345386221097
2559,0.41,4,2,6,62.4,60.0,4.73,4.7,2.94,988.2097825717142
2560,1.0,4,1,3,58.7,58.0,6.55,6.51,3.83,3156.372230489278
2561,0.91,3,3,4,58.3,59.0,6.35,6.47,3.74,4004.213560981329
2562,1.07,3,1,6,60.0,60.0,6.57,6.59,3.95,4852.445288196413
2563,2.2,5,1,3,61.5,57.0,8.41,8.37,5.16,14162.221186258317
2564,1.52,3,7,3,60.6,57.8,7.4,7.46,4.51,11547.627950496963
2565,0.31,5,3,6,62.3,55.0,4.36,4.37,2.72,668.4048026629032
2566,0.9,2,3,2,64.1,58.0,6.05,6.02,3.87,2684.100659953028
2567,0.41,4,1,5,61.3,59.0,4.78,4.74,2.92,749.0360815997627
2568,1.58,4,4,4,58.2,58.0,7.68,7.64,4.46,12593.636575496166
2569,0.9,4,4,3,61.9,59.0,6.18,6.13,3.81,3777.4202906105897
2570,1.2,2,2,3,65.0,59.0,6.51,6.57,4.25,5000.142055717605
2571,1.16,3,5,4,60.2,63.0,6.79,6.7,4.07,7249.144360241322
2572,0.3,4,3,6,62.1,52.0,4.31,4.29,2.67,616.5476660165757
2573,0.4,4,7,3,60.9,60.0,4.74,4.78,2.9,959.122120794824
2574,0.24,3,5,6,61.4,57.0,4.03,4.06,2.48,453.6509533343234
2575,0.72,3,3,5,60.6,63.0,5.83,5.76,3.51,2851.7536506050665
2576,0.33,2,2,6,63.7,56.0,4.4,4.36,2.79,615.4664778418801
2577,0.86,3,6,4,62.3,56.0,6.05,6.08,3.78,4338.708293058311
2578,0.7,5,7,5,62.5,57.0,5.65,5.68,3.54,3584.111115967394
2579,0.52,5,6,3,60.1,59.0,5.18,5.23,3.13,1540.5024740605345
2580,0.41,4,6,5,62.3,59.0,4.76,4.74,2.96,1227.925390899635
2581,1.06,5,4,4,61.8,57.0,6.52,6.56,4.04,6031.299754752224
2582,0.72,5,1,3,62.6,56.0,5.67,5.74,3.57,1726.7656569465285
2583,1.54,5,3,2,60.9,56.0,7.45,7.43,4.53,8084.919162807713
2584,0.76,5,7,3,61.2,57.0,5.88,5.91,3.61,3281.761329176403
2585,1.01,3,7,4,60.4,58.0,6.47,6.57,3.94,6141.684538136625
2586,1.0,1,4,6,65.5,54.0,6.3,6.22,4.1,5626.527635220678
2587,2.02,3,3,2,59.9,55.0,8.17,8.28,4.93,12875.855855225049
2588,0.32,3,5,4,63.2,58.0,4.35,4.32,2.74,639.8132431848256
2589,0.32,5,7,3,62.0,57.0,4.4,4.37,2.72,643.0492356460697
2590,2.43,4,2,2,62.2,60.0,8.59,8.53,5.33,16641.535030006504
2591,0.92,3,6,3,63.3,57.0,6.22,6.17,3.92,4282.450461159454
2592,0.41,5,1,5,62.7,57.0,4.72,4.75,2.97,763.7441509051697
2593,0.38,4,3,4,60.5,59.0,4.69,4.66,2.83,791.5780880805166
2594,1.71,3,6,3,63.4,56.0,7.58,7.5,4.78,13762.36068378432
2595,0.9,3,2,3,61.4,55.0,6.19,6.28,3.83,3043.5323219412057
2596,0.43,3,5,5,63.4,57.0,4.8,4.76,3.03,1242.2268088114542
2597,0.7,3,4,4,58.2,60.0,5.84,5.78,3.38,2645.1262164272352
2598,0.51,5,6,4,62.0,54.0,5.16,5.13,3.19,1703.6304238259634
2599,0.4,2,6,3,63.5,58.0,4.65,4.67,2.96,858.8002608015947
2600,0.9,4,2,3,60.9,56.0,6.26,6.21,3.8,3127.2639708391093
2601,0.78,2,6,2,63.7,54.0,5.82,5.77,3.69,2489.8231298870874
2602,1.12,4,5,2,60.5,59.0,6.73,6.79,4.09,5004.344925021384
2603,0.4,4,6,3,60.8,62.0,4.76,4.72,2.88,918.4354551086772
2604,0.51,3,1,3,62.6,59.0,5.06,5.1,3.18,859.0307512310153
2605,1.01,1,6,2,67.6,57.0,6.21,6.11,4.18,3769.438280177325
2606,0.52,5,6,4,61.7,55.0,5.16,5.21,3.2,1767.0787333387354
2607,0.41,5,6,4,61.8,56.0,4.78,4.74,2.94,1128.8628086363258
2608,1.05,4,4,2,60.1,60.0,6.58,6.66,3.98,4167.248028706249
2609,2.02,3,4,2,62.8,55.0,8.06,8.11,5.08,13878.010672815293
2610,0.9,3,2,2,60.9,63.0,6.21,6.13,3.76,2498.8226840356606
2611,0.64,4,7,4,60.9,59.0,5.6,5.63,3.42,2668.8020170203104
2612,1.22,4,2,3,62.1,58.0,6.89,6.8,4.25,5529.52028569589
2613,1.32,3,3,3,62.4,58.0,7.02,7.09,4.4,6982.280127461385
2614,2.2,4,2,2,63.0,59.0,8.22,8.19,5.17,13788.813583756932
2615,1.0,5,4,4,62.6,57.0,6.47,6.4,4.03,5397.754070144249
2616,0.54,4,3,5,61.9,56.0,5.29,5.24,3.26,1705.7784140294038
2617,2.25,5,2,2,62.4,57.0,8.39,8.32,5.21,14713.860877109333
2618,1.13,3,3,2,62.5,62.0,6.59,6.66,4.14,4281.817592561229
2619,0.62,4,5,2,61.7,60.0,5.48,5.45,3.37,1639.6824406064254
2620,0.9,1,7,2,64.7,59.0,6.09,5.99,3.91,3176.9426237717694
2621,0.38,5,7,4,61.8,56.0,4.65,4.67,2.88,1021.0242822255807
2622,0.4,3,7,3,63.1,57.0,4.73,4.69,2.97,931.7277508927332
2623,0.61,4,7,5,62.4,57.0,5.46,5.44,3.4,2709.5082211776744
2624,1.5,2,1,5,64.1,55.0,7.23,7.13,4.6,8052.64185934961
2625,1.25,5,4,3,62.5,54.0,6.88,6.85,4.29,7168.325144476448
2626,1.01,1,6,2,60.0,60.0,6.48,6.38,3.86,3809.042534651543
2627,0.83,4,4,2,61.6,57.0,6.06,6.02,3.72,2673.6850826674277
2628,1.53,5,3,3,62.3,57.0,7.41,7.36,4.6,9674.919680275076
2629,0.71,5,6,5,62.4,56.0,5.75,5.7,3.57,3529.5456506729874
2630,0.38,2,3,3,63.3,57.0,4.58,4.62,2.91,644.1189755654979
2631,0.74,5,5,3,61.2,56.0,5.83,5.87,3.58,2844.8278269795364
2632,0.84,2,4,4,63.6,59.0,5.89,5.94,3.76,3560.5022857152876
2633,0.75,5,6,3,61.4,57.0,5.82,5.87,3.59,3066.2541604852704
2634,0.42,4,3,5,61.7,59.0,4.76,4.83,2.96,1061.6408516033787
2635,0.94,4,6,2,62.4,58.0,6.26,6.33,3.93,3774.5344295050004
2636,0.72,3,5,6,59.2,63.0,5.77,5.86,3.44,3593.330457674782
2637,0.3,4,6,4,62.4,59.0,4.3,4.26,2.67,612.6144951453937
2638,0.41,3,6,2,63.3,56.0,4.73,4.69,2.98,770.0922871379738
2639,0.43,5,7,4,61.3,55.0,4.84,4.88,2.98,1290.2237929672708
2640,2.24,4,2,2,61.9,58.0,8.29,8.36,5.15,14295.764758964757
2641,0.84,3,4,4,61.8,57.0,6.04,6.07,3.74,3711.3455465228
2642,1.12,3,6,2,60.9,63.0,6.59,6.65,4.03,5112.181173881165
2643,0.34,4,2,5,61.0,60.0,4.51,4.48,2.74,637.9053981254007
2644,0.3,4,4,5,62.5,55.0,4.32,4.25,2.68,610.4607909100569
2645,0.7,5,4,5,61.4,57.0,5.7,5.73,3.51,3075.240127716822
2646,1.0,4,5,3,59.7,60.0,6.48,6.51,3.88,4915.104471356056
2647,0.43,5,7,4,61.8,56.0,4.81,4.83,2.98,1288.590257250114
2648,1.01,5,3,3,62.4,53.0,6.42,6.47,4.02,4433.941370682861
2649,0.71,2,7,2,56.6,63.0,5.9,5.76,3.3,2193.5614318379207
2650,1.12,5,6,2,62.0,57.0,6.61,6.63,4.11,5365.6818846540455
2651,0.72,5,3,4,62.8,57.0,5.74,5.7,3.59,2684.6096091397903
2652,0.71,4,6,3,61.8,59.0,5.75,5.7,3.54,2704.5794898930058
2653,0.52,5,7,4,61.9,55.0,5.19,5.21,3.22,1843.509987966668
2654,0.3,4,7,5,60.2,59.0,4.39,4.42,2.65,714.0732121376353
2655,0.35,4,6,4,61.6,58.0,4.57,4.52,2.8,820.3149696921213
2656,0.32,5,2,4,61.5,56.0,4.4,4.41,2.71,522.5714000485841
2657,1.01,3,2,3,64.2,55.0,6.28,6.34,4.05,3764.9148110500037
2658,0.58,5,6,4,61.9,57.0,5.37,5.33,3.31,2167.748517838519
2659,0.9,2,1,3,64.3,63.0,6.05,6.01,3.88,2399.7227410926175
2660,0.27,3,5,7,62.0,58.0,4.18,4.21,2.6,608.8852435618392
2661,0.41,5,7,5,61.8,57.0,4.8,4.75,2.95,1310.5671877121608
2662,1.01,3,3,4,63.5,61.0,6.32,6.24,3.99,4827.6324064951
2663,1.01,1,4,2,68.5,63.0,6.08,6.0,4.14,3356.2380411188783
2664,0.38,5,2,3,61.5,56.0,4.67,4.7,2.88,629.120084704515
2665,1.09,4,4,4,59.9,56.0,6.73,6.59,3.99,6248.015069378887
2666,1.01,5,5,2,62.9,57.0,6.35,6.41,4.01,4193.342945548814
2667,0.41,4,4,5,60.7,58.0,4.83,4.79,2.92,1100.8893070698227
2668,1.5,3,2,3,60.2,63.0,7.38,7.33,4.43,7950.6633858797095
2669,1.23,5,4,4,61.5,54.0,6.92,6.89,4.25,7995.652266095394
2670,0.51,3,5,4,62.0,58.0,5.08,5.11,3.16,1541.684214351814
2671,0.73,5,2,5,62.1,54.0,5.77,5.8,3.59,2747.887206441513
2672,0.43,3,6,3,63.1,56.0,4.83,4.8,3.04,1023.5177248093208
2673,1.58,5,4,5,61.3,57.0,7.48,7.54,4.6,14244.131005818945
2674,0.53,5,6,4,62.7,54.0,5.18,5.15,3.24,1829.5646092564816
2675,0.65,3,5,4,64.0,55.3,5.5,5.57,3.54,2429.4620261058694
2676,0.35,4,3,5,62.6,59.0,4.5,4.45,2.8,752.0952955057342
2677,2.1,4,1,4,61.3,59.0,8.27,8.21,5.05,14579.81034475194
2678,1.04,5,3,5,62.7,55.0,6.43,6.49,4.05,5977.577354739837
2679,1.35,4,1,3,61.1,61.0,7.13,7.1,4.35,5524.584293254754
2680,1.06,5,3,2,62.5,57.1,6.46,6.5,4.05,3989.55850361332
2681,1.0,3,5,4,61.6,56.0,6.42,6.47,3.97,5486.027772653659
2682,0.7,3,5,7,63.0,60.0,5.59,5.62,3.53,3651.3673963087595
2683,0.38,4,5,5,60.9,58.0,4.71,4.68,2.86,1014.5891346153942
2684,0.39,2,4,4,63.7,53.0,4.62,4.67,2.96,841.905127939656
2685,0.83,2,3,2,63.9,56.0,5.99,5.93,3.81,2307.372888835077
2686,0.9,3,5,6,61.0,63.0,6.13,6.09,3.73,5453.517032232555
2687,0.7,1,3,3,65.5,57.0,5.59,5.55,3.65,1901.074537714737
2688,0.42,4,5,6,61.7,59.0,4.78,4.82,2.96,1334.6289889974025
2689,1.23,4,5,4,60.8,59.0,6.9,6.94,4.21,8320.446167167931
2690,0.32,5,5,4,61.2,56.0,4.41,4.44,2.71,673.7366714613273
2691,1.08,4,4,5,61.5,61.0,6.62,6.55,4.05,6801.508013364643
2692,0.43,4,4,3,62.6,59.0,4.8,4.82,3.01,939.191699447774
2693,1.5,3,4,6,60.9,56.0,7.34,7.37,4.48,13456.936964701796
2694,0.38,2,7,7,61.3,61.0,4.68,4.72,2.88,1224.460480674943
2695,0.73,2,6,3,63.2,58.0,5.7,5.76,3.62,2666.8920235238215
2696,1.01,3,3,3,61.9,57.0,6.36,6.41,3.95,4223.327679579655
2697,0.4,4,5,5,62.5,59.0,4.69,4.66,2.92,1114.1125600117048
2698,1.57,5,1,6,61.4,57.0,7.45,7.5,4.59,10464.782568160606
2699,1.29,5,1,4,60.9,58.0,7.05,7.0,4.28,5953.760412030515
2700,0.25,3,5,6,62.4,55.0,4.03,4.06,2.52,489.56381306891285
2701,0.34,5,6,4,62.5,55.0,4.45,4.48,2.79,793.0083416503917
2702,0.39,4,5,3,60.1,59.0,4.77,4.74,2.86,834.6110935875996
2703,0.41,5,5,7,61.9,56.0,4.79,4.77,2.96,1403.6008699860788
2704,0.53,5,6,4,62.8,55.0,5.21,5.17,3.26,1828.4110497298514
2705,1.25,4,4,5,61.8,58.0,6.94,6.91,4.28,8963.850220011138
2706,0.71,4,5,5,61.1,58.0,5.76,5.72,3.51,3290.689744587049
2707,0.36,5,6,4,62.6,56.0,4.56,4.52,2.84,882.5627572628409
2708,0.51,3,6,6,61.3,55.0,5.14,5.16,3.16,1974.5280730115903
2709,0.5,5,7,6,60.4,54.0,5.23,5.17,3.14,2085.9498316211766
2710,0.91,4,7,3,63.0,59.0,6.15,6.11,3.86,4495.0989520787625
2711,0.32,4,4,5,61.4,58.0,4.4,4.36,2.69,689.5997389158372
2712,1.11,5,1,2,62.6,54.0,6.61,6.64,4.15,3214.5558678221537
2713,2.16,4,1,3,60.5,59.0,8.41,8.35,5.07,13409.631756644207
2714,1.19,4,6,5,59.8,58.0,7.01,6.94,4.17,9171.02635853958
2715,0.35,5,6,5,61.9,56.0,4.53,4.55,2.81,932.568187102358
2716,0.54,3,5,5,61.6,59.0,5.26,5.2,3.22,1911.207197303399
2717,0.34,5,5,4,60.7,56.0,4.56,4.53,2.76,755.8132815998173
2718,1.27,4,1,2,60.4,58.0,7.04,7.0,4.24,4063.833373534592
2719,0.47,5,3,8,62.4,57.0,4.97,5.0,3.11,1678.0206533293276
2720,1.22,4,3,5,58.9,59.0,7.02,6.96,4.12,7941.846650057747
2721,1.76,5,2,2,61.2,55.0,7.79,7.76,4.76,9292.223047325238
2722,0.53,3,4,3,63.4,54.0,5.09,5.13,3.24,1356.868453964949
2723,0.35,4,7,4,59.7,58.0,4.61,4.57,2.74,858.7215920507883
2724,1.5,2,3,2,63.6,60.0,7.3,7.23,4.63,7021.911942240564
2725,2.04,4,4,2,60.3,59.0,8.23,8.3,4.98,14553.806987790475
2726,0.31,5,3,7,62.3,53.0,4.35,4.38,2.72,720.3924826639733
2727,0.55,4,7,7,60.3,59.0,5.34,5.3,3.21,2626.667991845122
2728,0.7,5,4,3,61.9,58.0,5.66,5.69,3.51,2403.891193653626
2729,0.52,4,5,3,59.5,59.0,5.24,5.31,3.14,1435.9891989382975
2730,0.32,5,4,4,60.3,57.0,4.46,4.43,2.68,634.0245553489948
2731,0.29,3,4,7,62.0,58.0,4.19,4.23,2.61,654.8565541554116
2732,1.21,5,2,7,61.6,55.0,6.88,6.8,4.21,8364.61309245539
2733,1.27,5,5,4,62.8,56.0,6.9,6.86,4.32,9006.148534146196
2734,0.37,3,7,3,61.0,62.0,4.61,4.64,2.82,805.4699900250904
2735,1.01,4,5,3,60.6,58.0,6.54,6.49,3.95,5005.037642258115
2736,0.76,5,5,4,61.0,55.0,5.89,5.92,3.6,3436.6737938662327
2737,0.59,5,6,3,62.9,57.0,5.36,5.33,3.36,1947.001334084583
